;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;<---------------------------Produktion----------------------->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tid;Total förbrukning;Vindkraft;Vattenkraft;Kärnkraft;Övr.värmekraft;Ospec. prod.;Solkraft;Energilager;Total produktion;Import/export;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.6.2024 14:00;-13667,67;4583,76;7296,77;4568,47;344,62;31,85;1151,00;0,00;17976,46;-4306,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.6.2024 15:00;-13531,74;4281,83;7997,02;4568,05;352,19;32,43;991,23;0,00;18222,75;-4687,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.6.2024 16:00;-13577,08;3893,81;8003,07;4567,59;363,61;31,51;756,03;0,00;17615,62;-4035,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.6.2024 17:00;-13470,35;3446,13;8304,30;4568,77;372,35;27,08;464,70;0,00;17183,33;-3709,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.6.2024 18:00;-13203,59;3158,52;8061,40;4567,99;345,69;17,99;200,94;0,00;16352,53;-3145,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.6.2024 19:00;-13020,82;2668,64;8112,74;4568,12;322,69;14,21;53,80;0,00;15740,20;-2716,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.6.2024 20:00;-12849,50;2917,74;7726,72;4568,71;322,52;11,88;8,53;0,00;15556,10;-2703,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.6.2024 21:00;-12600,04;3376,59;7570,41;4569,28;319,49;12,28;1,97;0,00;15850,03;-3246,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.6.2024 22:00;-12088,80;3547,97;7018,07;4446,51;327,00;15,91;1,84;0,00;15357,31;-3265,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.6.2024 23:00;-11533,82;3429,44;6297,17;4415,11;338,75;14,54;1,47;0,00;14496,48;-2959,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 0:00;-11305,98;3407,04;6204,32;4563,01;336,95;14,71;2,63;0,00;14528,66;-3220,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 1:00;-11163,08;3257,53;6157,86;4609,29;340,66;15,55;1,33;0,00;14382,22;-3215,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 2:00;-10920,81;2986,10;6055,98;4620,53;342,13;13,06;1,41;0,00;14019,22;-3094,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 3:00;-10850,30;2791,51;6198,49;4630,68;346,45;11,30;6,71;0,00;13985,15;-3131,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 4:00;-11104,44;2487,86;6833,22;4821,19;347,83;8,71;51,18;0,00;14550,00;-3441,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 5:00;-12151,57;2005,45;7201,26;5119,93;351,61;12,83;180,66;0,00;14871,73;-2713,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 6:00;-13033,81;1637,99;7520,80;5161,82;351,56;14,91;437,44;0,60;15125,11;-2085,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 7:00;-13331,58;1282,73;7862,09;5163,59;363,77;16,11;787,03;0,00;15475,31;-2139,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 8:00;-13166,65;1000,44;7730,36;5233,13;372,73;18,14;1154,04;0,00;15508,85;-2337,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 9:00;-13188,65;903,74;7117,66;5293,75;361,25;13,72;1405,18;0,00;15095,30;-1902,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 10:00;-13092,68;992,03;6001,85;5407,83;348,94;12,84;1449,02;0,00;14212,51;-1114,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 11:00;-13047,76;1110,49;5344,70;5510,27;346,26;15,70;1387,03;0,00;13714,45;-662,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 12:00;-12970,44;1166,71;4833,84;5515,48;334,44;9,25;1434,86;0,00;13294,60;-323,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 13:00;-12878,06;1255,01;4893,38;5515,49;304,22;20,36;1449,81;0,00;13438,25;-561,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 14:00;-12857,68;1456,24;4863,88;5513,18;246,70;21,77;1351,23;0,00;13453,00;-596,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 15:00;-12749,28;1892,88;5819,62;5510,68;230,17;19,79;1153,38;0,00;14626,52;-1878,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 16:00;-13086,90;1903,10;6934,52;5509,35;202,27;16,93;789,59;0,00;15355,76;-2269,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 17:00;-13014,21;2060,33;7350,80;5510,68;205,12;16,99;440,21;0,00;15584,13;-2568,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 18:00;-13121,74;2235,90;7801,74;5510,16;207,80;14,43;179,04;0,00;15949,07;-2826,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 19:00;-12976,00;2242,17;8158,94;5509,07;216,28;6,65;50,51;0,63;16184,25;-3207,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 20:00;-12727,88;2394,29;8303,72;5507,02;229,04;7,10;9,47;0,00;16450,64;-3719,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 21:00;-12528,17;2697,83;7875,65;5508,48;256,69;12,28;2,24;0,00;16353,16;-3822,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 22:00;-12015,53;3413,30;6994,05;5508,93;253,38;11,38;1,83;0,00;16182,87;-4165,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.6.2024 23:00;-11500,76;3724,16;6090,51;5508,87;249,96;9,06;1,47;0,00;15584,03;-4081,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 0:00;-11128,53;3736,06;5847,87;5510,08;231,37;9,27;3,01;0,00;15337,65;-4208,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 1:00;-10983,51;3830,43;5777,31;5510,13;262,29;9,77;1,23;0,00;15391,17;-4405,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 2:00;-10836,30;3788,80;5674,52;5510,52;279,70;11,48;1,40;0,00;15266,41;-4427,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 3:00;-10816,90;3519,79;5798,17;5508,67;277,54;9,89;7,25;0,00;15121,31;-4302,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 4:00;-11159,08;2962,48;6151,21;5509,24;280,26;9,07;57,31;0,00;14969,57;-3807,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 5:00;-12199,04;2299,98;7222,25;5510,35;281,35;6,71;193,65;0,00;15514,29;-3312,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 6:00;-13243,09;1628,61;8240,62;5510,67;280,80;5,64;454,10;0,63;16121,07;-2875,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 7:00;-13596,19;1413,59;8756,24;5510,15;283,17;5,61;793,53;0,00;16762,29;-3163,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 8:00;-13252,31;1208,69;8103,30;5609,23;276,56;6,94;1175,27;0,00;16379,98;-3125,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 9:00;-13355,83;1127,07;7802,61;5620,37;267,75;8,47;1390,63;0,00;16216,89;-2858,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 10:00;-13316,60;1139,46;7115,77;5620,91;252,10;8,86;1429,91;0,00;15567,00;-2247,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 11:00;-13319,95;1204,64;6603,40;5617,96;255,79;8,18;1350,96;0,00;15040,93;-1718,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 12:00;-13389,65;1307,85;6357,95;5662,31;265,82;8,42;1235,14;0,00;14837,49;-1445,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 13:00;-13335,58;1462,55;6045,69;5725,55;268,92;7,33;1183,11;0,00;14693,15;-1354,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 14:00;-13193,32;1677,73;6375,76;5726,64;268,01;9,50;1093,02;0,00;15150,66;-1954,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 15:00;-13315,39;1926,12;8271,52;5726,17;259,17;9,25;871,07;0,00;17063,30;-3744,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 16:00;-13522,43;1773,26;8956,49;5725,53;257,87;6,26;593,31;0,00;17312,72;-3787,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 17:00;-13297,47;1672,36;9043,53;5724,18;256,82;7,72;377,57;0,00;17082,17;-3784,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 18:00;-13183,15;1404,78;9139,15;5722,13;256,39;8,14;169,14;0,00;16699,74;-3521,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 19:00;-12979,35;1266,34;9285,01;5721,15;260,32;12,56;46,11;0,00;16591,49;-3617,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 20:00;-12772,78;1264,52;8993,82;5721,22;268,50;10,06;8,86;0,00;16266,97;-3496,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 21:00;-12460,25;1387,33;8603,73;5719,23;261,91;11,00;2,32;0,00;15985,52;-3524,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 22:00;-11933,78;1412,09;8067,30;5714,92;264,81;13,44;2,00;0,00;15474,57;-3538,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6.2024 23:00;-11472,31;1480,31;7284,67;5739,93;268,13;9,08;1,39;0,00;14783,51;-3306,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 0:00;-11176,73;1591,06;6980,04;5772,53;282,65;10,53;2,39;0,00;14639,20;-3460,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 1:00;-11018,83;1602,07;6789,13;5773,89;286,73;10,28;1,21;0,00;14463,31;-3443,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 2:00;-10973,60;1651,28;6935,18;5774,26;293,00;10,54;1,35;0,00;14665,61;-3690,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 3:00;-10925,31;1643,28;7007,58;5773,19;305,77;9,22;6,60;0,00;14745,64;-3818,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 4:00;-11167,11;1444,85;7677,59;5772,57;323,52;9,71;47,41;0,00;15275,64;-4106,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 5:00;-12428,46;1012,54;8842,78;5773,27;322,70;7,78;162,96;0,00;16122,03;-3691,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 6:00;-13359,34;853,93;9485,36;5772,21;327,29;7,12;370,75;0,00;16816,66;-3455,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 7:00;-13761,35;1017,11;9618,59;5770,79;327,13;7,42;617,86;0,62;17359,52;-3596,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 8:00;-13790,88;1179,23;9588,66;5769,70;326,82;8,97;908,82;0,00;17782,21;-3989,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 9:00;-13902,50;1474,02;9313,67;5773,27;311,49;10,34;1125,75;0,00;18008,55;-4104,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 10:00;-13888,05;1742,87;9027,19;5771,65;319,90;13,28;1299,88;0,00;18174,77;-4285,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 11:00;-13796,81;1893,45;8343,84;5768,50;308,53;14,08;1433,33;0,00;17761,72;-3963,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 12:00;-13476,86;2083,23;8195,18;5616,12;307,64;16,26;1524,66;0,00;17743,10;-4264,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 13:00;-13392,76;2176,10;8098,11;5397,57;316,79;12,84;1448,76;0,00;17450,18;-4055,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 14:00;-13420,02;2499,43;8373,38;5394,93;301,02;19,02;1365,77;0,00;17953,56;-4532,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 15:00;-13346,15;2516,04;8350,97;5252,84;304,95;10,14;1116,54;0,00;17551,49;-4203,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 16:00;-13457,81;2875,36;8532,48;5106,79;312,96;12,62;823,40;0,00;17663,62;-4204,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 17:00;-13393,34;2488,23;8836,81;4778,45;313,46;8,50;442,86;0,00;16868,31;-3473,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 18:00;-13262,08;1532,85;9304,60;4684,41;309,34;7,17;194,16;0,00;16035,09;-2771,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 19:00;-13129,30;1191,59;9232,59;4612,08;298,19;6,49;50,21;0,00;15391,14;-2260,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 20:00;-12763,20;1147,99;8984,24;4614,25;280,01;8,21;8,50;0,00;15043,20;-2278,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 21:00;-12529,48;1414,03;8966,12;4613,02;280,57;8,83;2,03;0,00;15284,60;-2753,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 22:00;-12039,77;1673,63;8468,47;4614,99;277,86;8,35;2,19;0,00;15045,49;-3003,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.6.2024 23:00;-11511,27;1708,70;7675,01;4616,59;273,18;8,24;1,48;0,00;14283,20;-2770,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6.2024 0:00;-11230,18;1604,70;7398,72;4618,39;274,56;26,46;1,89;0,00;13924,72;-2692,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6.2024 1:00;-11052,21;1373,77;7407,86;4611,86;280,68;9,55;1,56;0,00;13685,29;-2631,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6.2024 2:00;-10979,17;1282,26;7354,85;4612,31;282,26;10,09;1,53;0,00;13543,30;-2562,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6.2024 3:00;-10812,57;1044,23;7475,79;4618,60;283,02;9,57;7,20;0,00;13438,41;-2624,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6.2024 4:00;-11060,66;786,95;7799,17;4624,14;291,50;8,32;52,77;0,00;13562,85;-2500,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6.2024 5:00;-12197,39;452,93;8866,66;4624,94;295,82;5,91;177,11;0,00;14423,38;-2224,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6.2024 6:00;-13234,37;314,44;9817,64;4623,41;300,12;6,33;397,23;0,00;15459,18;-2223,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6.2024 7:00;-13536,18;316,36;10004,99;4625,66;278,98;9,96;671,21;0,00;15907,15;-2369,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6.2024 8:00;-13573,40;452,75;10064,31;4626,35;276,34;7,31;938,55;0,07;16365,68;-2790,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6.2024 9:00;-13683,87;629,94;9851,02;4628,66;283,43;8,16;1086,54;0,00;16487,75;-2802,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6.2024 10:00;-13640,45;910,45;9289,10;4626,83;269,14;9,66;1238,10;0,08;16343,35;-2701,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6.2024 11:00;-13496,01;1126,57;8927,68;4628,34;282,28;9,75;1396,24;0,00;16370,86;-2873,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6.2024 12:00;-13174,25;1324,85;8564,41;4631,25;294,05;18,21;1450,60;0,02;16283,39;-3107,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6.2024 13:00;-12872,32;1547,80;8373,19;4533,11;302,38;19,22;1364,35;0,03;16140,09;-3266,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6.2024 14:00;-12725,23;1214,02;8528,38;4396,01;265,53;11,20;1260,74;0,03;15675,90;-2949,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6.2024 15:00;-12574,75;1218,33;8461,56;4382,19;249,90;7,12;1032,79;0,04;15351,92;-2775,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6.2024 16:00;-12637,20;1077,54;8904,77;4377,33;247,58;6,05;770,35;0,03;15383,65;-2744,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6.2024 17:00;-12361,06;1042,78;8921,68;4488,61;256,43;5,20;489,74;0,04;15204,49;-2841,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6.2024 18:00;-12188,33;996,29;8720,17;4613,64;249,27;4,43;216,64;0,03;14800,47;-2610,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
