;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;<---------------------------Produktion----------------------->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tid;Total förbrukning;Vindkraft;Vattenkraft;Kärnkraft;Övr.värmekraft;Ospec. prod.;Solkraft;Energilager;Total produktion;Import/export;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.3.2024 15:00;-15779,18;9336,15;5253,31;5849,61;867,60;15,74;172,00;0,00;21494,40;-5715,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.3.2024 16:00;-16324,68;9191,32;6812,59;5828,31;878,08;12,71;38,15;0,00;22761,16;-6436,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.3.2024 17:00;-17031,67;9313,42;7343,00;5747,06;903,01;4,97;4,96;0,00;23316,41;-6284,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.3.2024 18:00;-17412,34;9901,41;7170,25;5748,56;897,48;5,00;1,74;0,00;23724,44;-6311,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.3.2024 19:00;-17236,84;10346,76;6439,24;5748,27;904,23;4,46;1,37;0,00;23444,33;-6208,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.3.2024 20:00;-16787,81;10232,19;5997,04;5750,91;836,87;25,41;1,23;0,00;22843,66;-6055,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.3.2024 21:00;-16393,98;10180,04;5592,96;5751,70;788,69;16,29;2,08;0,00;22331,76;-5937,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.3.2024 22:00;-15964,32;9714,66;5163,07;5751,86;766,26;18,93;1,12;0,00;21415,90;-5451,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.3.2024 23:00;-15678,53;9797,56;4691,42;5750,53;752,43;19,01;1,23;0,00;21012,19;-5333,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 0:00;-15468,88;9721,64;4799,10;5750,08;746,39;20,55;1,01;0,00;21038,77;-5569,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 1:00;-15251,08;9120,62;4677,61;5750,01;750,68;19,86;0,97;0,00;20319,75;-5068,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 2:00;-15194,51;8940,55;4862,17;5749,26;770,99;21,26;0,95;0,00;20345,19;-5150,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 3:00;-15170,00;8756,64;4994,63;5749,96;784,49;18,98;0,97;0,00;20305,67;-5135,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 4:00;-15336,87;8358,96;5774,01;5749,51;794,73;20,39;1,03;0,00;20698,64;-5361,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 5:00;-15576,56;7923,25;6621,04;5749,12;813,70;20,60;1,10;0,00;21128,81;-5551,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 6:00;-15664,47;7077,50;7500,49;5748,65;859,90;21,93;3,75;0,00;21212,22;-5547,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 7:00;-15914,30;5722,15;8612,76;5748,26;895,89;20,81;49,71;0,00;21049,60;-5134,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 8:00;-15998,06;4295,10;9510,26;5749,33;922,59;19,81;237,51;0,00;20734,60;-4736,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 9:00;-15909,76;3234,53;9222,55;5749,96;952,78;19,79;617,63;0,00;19797,24;-3887,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 10:00;-15776,40;2763,47;8742,16;5749,38;951,81;18,65;1042,65;0,00;19268,12;-3491,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 11:00;-15681,09;2366,00;8638,42;5751,11;970,07;26,33;1326,66;0,00;19078,59;-3397,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 12:00;-15496,11;2026,61;8516,60;5749,23;974,63;18,71;1452,17;0,00;18737,95;-3241,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 13:00;-15309,00;1982,58;8413,85;5749,17;969,51;15,34;1409,19;0,00;18539,65;-3230,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 14:00;-15194,67;1963,97;8911,75;5748,97;1015,36;12,86;1183,08;0,00;18836,00;-3641,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 15:00;-15485,80;2091,67;10117,97;5747,53;1046,02;9,89;774,07;0,00;19787,16;-4301,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 16:00;-16033,21;2270,76;10665,76;5747,57;1042,95;9,00;316,53;0,00;20052,58;-4019,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 17:00;-17123,13;2951,56;10429,08;5747,70;1023,95;7,07;41,27;0,00;20200,64;-3077,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 18:00;-18001,23;4713,18;9769,36;5746,58;1066,46;5,76;2,74;0,00;21304,08;-3302,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 19:00;-18135,17;6496,89;8857,52;5746,10;1080,93;7,91;2,09;0,00;22191,44;-4055,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 20:00;-17860,70;7553,41;8162,02;5747,16;1053,54;9,23;1,60;0,00;22526,96;-4665,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 21:00;-17510,71;8089,37;7867,44;5747,44;991,59;6,23;2,22;0,00;22704,29;-5193,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 22:00;-17050,94;8371,33;7549,58;5748,07;978,32;4,41;1,28;0,00;22652,98;-5601,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.3.2024 23:00;-16775,05;8326,85;7198,27;5748,44;996,01;4,54;1,26;0,00;22275,38;-5499,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 0:00;-16641,08;8340,46;7145,35;5746,95;995,44;5,26;1,62;0,00;22235,07;-5593,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 1:00;-16685,20;8245,91;7013,73;5747,83;1006,76;9,94;1,27;0,00;22025,43;-5339,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 2:00;-16554,74;8086,71;6794,89;5748,10;1022,35;6,22;1,25;0,00;21659,52;-5104,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 3:00;-16663,90;8070,25;6799,18;5747,97;1091,87;6,08;1,24;0,00;21716,59;-5052,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 4:00;-16953,72;8281,25;6819,29;5747,96;1132,75;8,15;1,30;0,00;21990,70;-5036,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 5:00;-17670,61;8269,40;7002,86;5747,46;1162,44;6,39;1,37;0,00;22189,92;-4519,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 6:00;-18799,97;8254,07;7449,11;5744,68;1198,72;9,77;13,30;0,00;22669,64;-3869,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 7:00;-19561,64;7760,79;7832,10;5743,52;1213,83;9,68;123,42;0,00;22683,34;-3121,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 8:00;-19209,31;6626,61;8302,92;5745,63;1270,07;2,20;405,72;0,00;22353,15;-3143,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 9:00;-18715,96;5450,49;8709,69;5744,59;1255,70;1,90;747,48;0,00;21909,84;-3193,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 10:00;-18234,32;4469,05;9250,75;5744,53;1235,95;4,89;1043,36;0,00;21748,53;-3513,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 11:00;-17958,21;4032,87;9542,43;5747,19;1231,32;14,36;1258,15;0,00;21826,33;-3867,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 12:00;-17628,35;3937,69;9705,89;5748,09;1220,03;4,40;1382,83;0,00;21998,93;-4370,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 13:00;-17393,66;3734,62;9754,65;5745,68;1214,39;3,04;1328,09;0,00;21780,47;-4386,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 14:00;-17172,75;3590,49;9801,49;5742,78;1197,83;3,86;1060,19;0,00;21396,65;-4223,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 15:00;-17228,72;3382,59;9805,97;5743,66;1233,60;13,17;644,99;0,00;20823,97;-3594,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 16:00;-17493,67;3340,23;9831,29;5743,03;1265,59;13,46;232,19;0,00;20425,78;-2931,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 17:00;-18475,03;4013,71;9594,89;5742,43;1283,29;19,99;26,22;0,00;20680,54;-2205,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 18:00;-19008,34;5280,10;8876,66;5742,07;1266,93;3,41;3,21;0,00;21172,39;-2163,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 19:00;-19051,49;6286,77;8382,80;5742,45;1253,61;3,55;2,32;0,00;21671,48;-2619,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 20:00;-18641,86;6563,53;8047,37;5743,58;1251,33;3,07;1,82;0,00;21610,71;-2968,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 21:00;-18096,71;6735,80;7891,82;5743,56;1207,42;3,54;2,65;0,00;21584,78;-3487,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 22:00;-17452,57;6916,17;7586,65;5743,26;1176,86;2,84;1,53;0,00;21427,30;-3974,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.3.2024 23:00;-16932,26;7154,36;7222,86;5744,96;1156,96;2,46;1,55;0,00;21283,15;-4350,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 0:00;-16643,08;7195,28;7120,36;5744,45;1136,47;8,00;1,23;0,00;21205,80;-4562,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 1:00;-16416,42;7155,60;7083,55;5744,41;1128,62;5,20;1,09;0,00;21118,47;-4701,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 2:00;-16281,14;7377,83;7046,16;5745,67;1128,30;5,37;1,08;0,00;21304,41;-5022,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 3:00;-16292,13;7081,86;7374,40;5746,30;1143,42;5,45;1,09;0,00;21352,51;-5059,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 4:00;-16502,14;6776,58;7837,37;5746,03;1160,20;5,10;1,13;0,00;21526,41;-5023,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 5:00;-17183,62;6726,14;8183,86;5744,77;1215,58;5,76;1,31;0,00;21877,43;-4693,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 6:00;-18326,68;6431,24;8924,92;5743,66;1279,21;5,37;9,77;0,00;22394,17;-4066,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 7:00;-19051,85;5642,59;9625,75;5742,99;1320,86;4,51;79,22;0,00;22415,92;-3363,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 8:00;-18715,10;4280,59;10035,68;5742,43;1374,79;17,83;259,14;0,00;21710,44;-2994,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 9:00;-18303,37;3170,28;10784,23;5725,09;1358,70;16,80;500,93;0,00;21556,03;-3251,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 10:00;-18008,92;2589,72;10992,53;5725,59;1318,24;16,93;765,28;0,00;21408,29;-3398,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 11:00;-17601,61;2344,91;11040,36;5728,26;1252,20;14,91;944,90;0,00;21325,54;-3723,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 12:00;-17196,67;2485,97;10475,22;5747,23;1200,83;11,03;1008,98;0,00;20929,26;-3732,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 13:00;-16957,29;2569,37;10341,26;5749,98;1202,64;2,42;910,80;0,00;20776,48;-3818,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 14:00;-16983,85;2680,11;10619,39;5745,33;1202,18;3,80;698,63;0,00;20949,44;-3964,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 15:00;-17142,98;2765,03;10546,80;5737,95;1248,05;2,68;412,35;0,00;20712,85;-3569,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 16:00;-17331,93;3083,35;10433,93;5738,45;1313,13;2,23;137,66;0,00;20708,75;-3376,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 17:00;-18145,22;3608,49;9967,80;5740,75;1322,87;2,16;16,14;0,00;20658,20;-2512,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 18:00;-18665,72;4751,11;9438,38;5742,15;1322,29;14,41;2,42;0,00;21270,77;-2604,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 19:00;-18561,74;5580,16;9171,96;5742,98;1294,14;3,06;1,87;0,00;21794,17;-3231,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 20:00;-18138,55;5842,09;8904,11;5742,79;1237,51;2,77;1,50;0,00;21730,77;-3591,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 21:00;-17496,84;6051,38;8313,06;5743,40;1192,55;3,75;2,72;0,00;21306,86;-3809,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 22:00;-16823,39;6089,45;7854,24;5743,52;1164,59;3,56;1,21;0,00;20856,57;-4032,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.3.2024 23:00;-16194,94;5938,82;7336,37;5745,91;1097,91;7,79;1,32;0,00;20128,13;-3932,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.3.2024 0:00;-15659,44;5747,30;6909,16;5746,83;1066,50;3,45;1,47;0,00;19474,71;-3814,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.3.2024 1:00;-15338,09;5426,53;6769,27;5747,54;1066,30;3,48;1,05;0,00;19014,16;-3675,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.3.2024 2:00;-15189,52;5065,33;6812,91;5747,65;1064,99;3,44;1,04;0,00;18695,35;-3505,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.3.2024 3:00;-15133,39;4702,32;7039,70;5745,24;1072,59;4,07;1,09;0,00;18565,02;-3431,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.3.2024 4:00;-15255,16;4006,65;7546,27;5746,60;1107,05;3,80;1,11;0,00;18411,49;-3156,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.3.2024 5:00;-15759,46;3727,31;8328,96;5745,97;1152,29;3,52;1,18;0,00;18959,23;-3199,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.3.2024 6:00;-17051,29;3674,11;9510,36;5746,35;1224,01;2,82;2,93;0,00;20160,58;-3108,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.3.2024 7:00;-18178,72;3076,48;10520,35;5746,76;1328,07;7,48;11,96;0,00;20691,11;-2511,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.3.2024 8:00;-18353,49;2146,61;10871,92;5746,73;1353,48;10,05;33,57;0,00;20162,36;-1808,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.3.2024 9:00;-18199,68;1558,28;10795,78;5748,38;1354,56;1,84;72,30;0,00;19531,15;-1330,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.3.2024 10:00;-18157,99;1318,58;10706,29;5748,80;1328,30;21,85;128,83;0,00;19252,66;-1094,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.3.2024 11:00;-17866,81;1158,32;10694,35;5748,05;1322,97;14,47;170,62;0,00;19108,79;-1240,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.3.2024 12:00;-17690,27;1342,84;10719,97;5748,03;1329,95;4,95;173,65;0,00;19319,39;-1628,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.3.2024 13:00;-17563,68;1470,15;10649,70;5744,59;1338,77;0,62;149,49;0,00;19353,31;-1789,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.3.2024 14:00;-17532,60;1652,21;10652,11;5745,87;1342,34;0,53;112,90;0,00;19505,97;-1973,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.3.2024 15:00;-17682,03;1782,67;10725,11;5745,54;1357,33;38,29;75,52;0,00;19724,46;-2041,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.3.2024 16:00;-17731,17;1808,64;11137,04;5745,91;1390,87;42,21;32,42;0,00;20157,08;-2425,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.3.2024 17:00;-18211,48;1817,63;11441,54;5745,88;1425,96;8,92;8,70;0,00;20448,63;-2236,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.3.2024 18:00;-18517,06;2081,18;11647,08;5747,09;1437,35;6,53;2,67;0,00;20921,89;-2404,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.3.2024 19:00;-18396,84;2345,22;11429,82;5747,45;1426,99;6,62;1,65;0,00;20957,74;-2560,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
