Date/Time SNT;MBA;Load Profile [MWh]
16.12.2024/07:15;SE1, SE2, SE3, SE4;-1148,74995
16.12.2024/07:30;SE1, SE2, SE3, SE4;-1143,922254
16.12.2024/07:45;SE1, SE2, SE3, SE4;-1137,556986
16.12.2024/08:00;SE1, SE2, SE3, SE4;-1169,364039
16.12.2024/08:15;SE1, SE2, SE3, SE4;-1167,585108
16.12.2024/08:30;SE1, SE2, SE3, SE4;-1161,693285
16.12.2024/08:45;SE1, SE2, SE3, SE4;-1160,045813
16.12.2024/09:00;SE1, SE2, SE3, SE4;-1162,583973
16.12.2024/09:15;SE1, SE2, SE3, SE4;-1163,067088
16.12.2024/09:30;SE1, SE2, SE3, SE4;-1160,434697
16.12.2024/09:45;SE1, SE2, SE3, SE4;-1161,521287
16.12.2024/10:00;SE1, SE2, SE3, SE4;-1154,539679
16.12.2024/10:15;SE1, SE2, SE3, SE4;-1155,491426
16.12.2024/10:30;SE1, SE2, SE3, SE4;-1158,525713
16.12.2024/10:45;SE1, SE2, SE3, SE4;-1161,846074
16.12.2024/11:00;SE1, SE2, SE3, SE4;-1144,559641
16.12.2024/11:15;SE1, SE2, SE3, SE4;-1155,269543
16.12.2024/11:30;SE1, SE2, SE3, SE4;-1156,957551
16.12.2024/11:45;SE1, SE2, SE3, SE4;-1159,183798
16.12.2024/12:00;SE1, SE2, SE3, SE4;-1157,229758
16.12.2024/12:15;SE1, SE2, SE3, SE4;-1159,549888
16.12.2024/12:30;SE1, SE2, SE3, SE4;-1156,7951
16.12.2024/12:45;SE1, SE2, SE3, SE4;-1149,945834
16.12.2024/13:00;SE1, SE2, SE3, SE4;-1157,068594
16.12.2024/13:15;SE1, SE2, SE3, SE4;-1154,486181
16.12.2024/13:30;SE1, SE2, SE3, SE4;-1150,543293
16.12.2024/13:45;SE1, SE2, SE3, SE4;-1144,045159
16.12.2024/14:00;SE1, SE2, SE3, SE4;-1174,599016
16.12.2024/14:15;SE1, SE2, SE3, SE4;-1174,570421
16.12.2024/14:30;SE1, SE2, SE3, SE4;-1181,42577
16.12.2024/14:45;SE1, SE2, SE3, SE4;-1185,204331
16.12.2024/15:00;SE1, SE2, SE3, SE4;-1237,783966
16.12.2024/15:15;SE1, SE2, SE3, SE4;-1247,624782
16.12.2024/15:30;SE1, SE2, SE3, SE4;-1260,632135
16.12.2024/15:45;SE1, SE2, SE3, SE4;-1275,275219
16.12.2024/16:00;SE1, SE2, SE3, SE4;-1319,705749
16.12.2024/16:15;SE1, SE2, SE3, SE4;-1342,474194
16.12.2024/16:30;SE1, SE2, SE3, SE4;-1352,247892
16.12.2024/16:45;SE1, SE2, SE3, SE4;-1369,306289
16.12.2024/17:00;SE1, SE2, SE3, SE4;-1405,563188
16.12.2024/17:15;SE1, SE2, SE3, SE4;-1411,675008
16.12.2024/17:30;SE1, SE2, SE3, SE4;-1420,82618
16.12.2024/17:45;SE1, SE2, SE3, SE4;-1425,837223
16.12.2024/18:00;SE1, SE2, SE3, SE4;-1408,74878
16.12.2024/18:15;SE1, SE2, SE3, SE4;-1407,614423
16.12.2024/18:30;SE1, SE2, SE3, SE4;-1408,529107
16.12.2024/18:45;SE1, SE2, SE3, SE4;-1412,604065
16.12.2024/19:00;SE1, SE2, SE3, SE4;-1382,989957
16.12.2024/19:15;SE1, SE2, SE3, SE4;-1375,134616
16.12.2024/19:30;SE1, SE2, SE3, SE4;-1369,112711
16.12.2024/19:45;SE1, SE2, SE3, SE4;-1364,987025
16.12.2024/20:00;SE1, SE2, SE3, SE4;-1328,228814
16.12.2024/20:15;SE1, SE2, SE3, SE4;-1322,306817
16.12.2024/20:30;SE1, SE2, SE3, SE4;-1317,691559
16.12.2024/20:45;SE1, SE2, SE3, SE4;-1312,340821
16.12.2024/21:00;SE1, SE2, SE3, SE4;-1255,396314
16.12.2024/21:15;SE1, SE2, SE3, SE4;-1253,529492
16.12.2024/21:30;SE1, SE2, SE3, SE4;-1248,361091
16.12.2024/21:45;SE1, SE2, SE3, SE4;-1244,04146
16.12.2024/22:00;SE1, SE2, SE3, SE4;-1179,221759
16.12.2024/22:15;SE1, SE2, SE3, SE4;-1168,232119
16.12.2024/22:30;SE1, SE2, SE3, SE4;-1161,257049
16.12.2024/22:45;SE1, SE2, SE3, SE4;-1153,318871
16.12.2024/23:00;SE1, SE2, SE3, SE4;-1081,105195
16.12.2024/23:15;SE1, SE2, SE3, SE4;-1074,176042
16.12.2024/23:30;SE1, SE2, SE3, SE4;-1075,311658
16.12.2024/23:45;SE1, SE2, SE3, SE4;-1066,682279
17.12.2024/00:00;SE1, SE2, SE3, SE4;-1022,050297
17.12.2024/00:15;SE1, SE2, SE3, SE4;-1017,72773
17.12.2024/00:30;SE1, SE2, SE3, SE4;-1016,967573
17.12.2024/00:45;SE1, SE2, SE3, SE4;-1015,919012
17.12.2024/01:00;SE1, SE2, SE3, SE4;-991,640176
17.12.2024/01:15;SE1, SE2, SE3, SE4;-987,057161
17.12.2024/01:30;SE1, SE2, SE3, SE4;-985,948953
17.12.2024/01:45;SE1, SE2, SE3, SE4;-984,860754
17.12.2024/02:00;SE1, SE2, SE3, SE4;-976,991294
17.12.2024/02:15;SE1, SE2, SE3, SE4;-974,748896
17.12.2024/02:30;SE1, SE2, SE3, SE4;-973,553005
17.12.2024/02:45;SE1, SE2, SE3, SE4;-978,206629
17.12.2024/03:00;SE1, SE2, SE3, SE4;-968,90645
17.12.2024/03:15;SE1, SE2, SE3, SE4;-970,711738
17.12.2024/03:30;SE1, SE2, SE3, SE4;-968,771513
17.12.2024/03:45;SE1, SE2, SE3, SE4;-970,591262
17.12.2024/04:00;SE1, SE2, SE3, SE4;-975,736428
17.12.2024/04:15;SE1, SE2, SE3, SE4;-982,715444
17.12.2024/04:30;SE1, SE2, SE3, SE4;-984,834658
17.12.2024/04:45;SE1, SE2, SE3, SE4;-983,322708
17.12.2024/05:00;SE1, SE2, SE3, SE4;-1029,805303
17.12.2024/05:15;SE1, SE2, SE3, SE4;-1023,366289
17.12.2024/05:30;SE1, SE2, SE3, SE4;-1024,941128
17.12.2024/05:45;SE1, SE2, SE3, SE4;-1022,337593
17.12.2024/06:00;SE1, SE2, SE3, SE4;-1111,739079
17.12.2024/06:15;SE1, SE2, SE3, SE4;-1119,409202
17.12.2024/06:30;SE1, SE2, SE3, SE4;-1107,840685
17.12.2024/06:45;SE1, SE2, SE3, SE4;-1101,579725
17.12.2024/07:00;SE1, SE2, SE3, SE4;-1195,905828
17.12.2024/07:15;SE1, SE2, SE3, SE4;-1184,374206
17.12.2024/07:30;SE1, SE2, SE3, SE4;-1175,226878
17.12.2024/07:45;SE1, SE2, SE3, SE4;-1169,571313
17.12.2024/08:00;SE1, SE2, SE3, SE4;-1197,366658
17.12.2024/08:15;SE1, SE2, SE3, SE4;-1196,284731
17.12.2024/08:30;SE1, SE2, SE3, SE4;-1187,491501
17.12.2024/08:45;SE1, SE2, SE3, SE4;-1193,719761
17.12.2024/09:00;SE1, SE2, SE3, SE4;-1175,877035
17.12.2024/09:15;SE1, SE2, SE3, SE4;-1177,054762
17.12.2024/09:30;SE1, SE2, SE3, SE4;-1176,442863
17.12.2024/09:45;SE1, SE2, SE3, SE4;-1174,497676
17.12.2024/10:00;SE1, SE2, SE3, SE4;-1175,430282
17.12.2024/10:15;SE1, SE2, SE3, SE4;-1174,742913
17.12.2024/10:30;SE1, SE2, SE3, SE4;-1167,145159
17.12.2024/10:45;SE1, SE2, SE3, SE4;-1172,188563
17.12.2024/11:00;SE1, SE2, SE3, SE4;-1152,537896
17.12.2024/11:15;SE1, SE2, SE3, SE4;-1158,300731
17.12.2024/11:30;SE1, SE2, SE3, SE4;-1162,121334
17.12.2024/11:45;SE1, SE2, SE3, SE4;-1164,179903
17.12.2024/12:00;SE1, SE2, SE3, SE4;-1156,428032
17.12.2024/12:15;SE1, SE2, SE3, SE4;-1154,657648
17.12.2024/12:30;SE1, SE2, SE3, SE4;-1154,670687
17.12.2024/12:45;SE1, SE2, SE3, SE4;-1147,300332
17.12.2024/13:00;SE1, SE2, SE3, SE4;-1153,57351
17.12.2024/13:15;SE1, SE2, SE3, SE4;-1154,934261
17.12.2024/13:30;SE1, SE2, SE3, SE4;-1143,176801
17.12.2024/13:45;SE1, SE2, SE3, SE4;-1134,346816
17.12.2024/14:00;SE1, SE2, SE3, SE4;-1173,312899
17.12.2024/14:15;SE1, SE2, SE3, SE4;-1177,012343
17.12.2024/14:30;SE1, SE2, SE3, SE4;-1181,176235
17.12.2024/14:45;SE1, SE2, SE3, SE4;-1189,415556
17.12.2024/15:00;SE1, SE2, SE3, SE4;-1252,780322
17.12.2024/15:15;SE1, SE2, SE3, SE4;-1264,59269
17.12.2024/15:30;SE1, SE2, SE3, SE4;-1275,948584
17.12.2024/15:45;SE1, SE2, SE3, SE4;-1292,541422
17.12.2024/16:00;SE1, SE2, SE3, SE4;-1353,624639
17.12.2024/16:15;SE1, SE2, SE3, SE4;-1371,250569
17.12.2024/16:30;SE1, SE2, SE3, SE4;-1390,074532
17.12.2024/16:45;SE1, SE2, SE3, SE4;-1407,089824
17.12.2024/17:00;SE1, SE2, SE3, SE4;-1448,137209
17.12.2024/17:15;SE1, SE2, SE3, SE4;-1457,941736
17.12.2024/17:30;SE1, SE2, SE3, SE4;-1467,826676
17.12.2024/17:45;SE1, SE2, SE3, SE4;-1471,253239
17.12.2024/18:00;SE1, SE2, SE3, SE4;-1464,816429
17.12.2024/18:15;SE1, SE2, SE3, SE4;-1467,509121
17.12.2024/18:30;SE1, SE2, SE3, SE4;-1466,993777
17.12.2024/18:45;SE1, SE2, SE3, SE4;-1465,180468
17.12.2024/19:00;SE1, SE2, SE3, SE4;-1444,459654
17.12.2024/19:15;SE1, SE2, SE3, SE4;-1440,473902
17.12.2024/19:30;SE1, SE2, SE3, SE4;-1437,045329
17.12.2024/19:45;SE1, SE2, SE3, SE4;-1433,439295
17.12.2024/20:00;SE1, SE2, SE3, SE4;-1405,635772
17.12.2024/20:15;SE1, SE2, SE3, SE4;-1399,310056
17.12.2024/20:30;SE1, SE2, SE3, SE4;-1392,817866
17.12.2024/20:45;SE1, SE2, SE3, SE4;-1383,687718
17.12.2024/21:00;SE1, SE2, SE3, SE4;-1342,11073
17.12.2024/21:15;SE1, SE2, SE3, SE4;-1343,117574
17.12.2024/21:30;SE1, SE2, SE3, SE4;-1334,636847
17.12.2024/21:45;SE1, SE2, SE3, SE4;-1326,476283
17.12.2024/22:00;SE1, SE2, SE3, SE4;-1277,65353
17.12.2024/22:15;SE1, SE2, SE3, SE4;-1269,067917
17.12.2024/22:30;SE1, SE2, SE3, SE4;-1257,006715
17.12.2024/22:45;SE1, SE2, SE3, SE4;-1246,644384
17.12.2024/23:00;SE1, SE2, SE3, SE4;-1183,081986
17.12.2024/23:15;SE1, SE2, SE3, SE4;-1181,146245
17.12.2024/23:30;SE1, SE2, SE3, SE4;-1180,779598
17.12.2024/23:45;SE1, SE2, SE3, SE4;-1179,242255
18.12.2024/00:00;SE1, SE2, SE3, SE4;-1124,363778
18.12.2024/00:15;SE1, SE2, SE3, SE4;-1121,005883
18.12.2024/00:30;SE1, SE2, SE3, SE4;-1120,033923
18.12.2024/00:45;SE1, SE2, SE3, SE4;-1119,58828
18.12.2024/01:00;SE1, SE2, SE3, SE4;-1102,330545
18.12.2024/01:15;SE1, SE2, SE3, SE4;-1097,869669
18.12.2024/01:30;SE1, SE2, SE3, SE4;-1096,325952
18.12.2024/01:45;SE1, SE2, SE3, SE4;-1099,133717
18.12.2024/02:00;SE1, SE2, SE3, SE4;-1085,850076
18.12.2024/02:15;SE1, SE2, SE3, SE4;-1085,763972
18.12.2024/02:30;SE1, SE2, SE3, SE4;-1085,235426
18.12.2024/02:45;SE1, SE2, SE3, SE4;-1080,674454
18.12.2024/03:00;SE1, SE2, SE3, SE4;-1076,77233
18.12.2024/03:15;SE1, SE2, SE3, SE4;-1078,961739
18.12.2024/03:30;SE1, SE2, SE3, SE4;-1079,849545
18.12.2024/03:45;SE1, SE2, SE3, SE4;-1079,547932
18.12.2024/04:00;SE1, SE2, SE3, SE4;-1086,326689
18.12.2024/04:15;SE1, SE2, SE3, SE4;-1086,547152
18.12.2024/04:30;SE1, SE2, SE3, SE4;-1082,287017
18.12.2024/04:45;SE1, SE2, SE3, SE4;-1086,743725
18.12.2024/05:00;SE1, SE2, SE3, SE4;-1110,027019
18.12.2024/05:15;SE1, SE2, SE3, SE4;-1115,736727
18.12.2024/05:30;SE1, SE2, SE3, SE4;-1119,495009
18.12.2024/05:45;SE1, SE2, SE3, SE4;-1119,241306
18.12.2024/06:00;SE1, SE2, SE3, SE4;-1195,696395
18.12.2024/06:15;SE1, SE2, SE3, SE4;-1191,194465
18.12.2024/06:30;SE1, SE2, SE3, SE4;-1181,179765
18.12.2024/06:45;SE1, SE2, SE3, SE4;-1177,61575
18.12.2024/07:00;SE1, SE2, SE3, SE4;-1245,403856
18.12.2024/07:15;SE1, SE2, SE3, SE4;-1243,491429
18.12.2024/07:30;SE1, SE2, SE3, SE4;-1244,874306
18.12.2024/07:45;SE1, SE2, SE3, SE4;-1241,856321
18.12.2024/08:00;SE1, SE2, SE3, SE4;-1256,56817
18.12.2024/08:15;SE1, SE2, SE3, SE4;-1250,565496
18.12.2024/08:30;SE1, SE2, SE3, SE4;-1253,205403
18.12.2024/08:45;SE1, SE2, SE3, SE4;-1258,743668
18.12.2024/09:00;SE1, SE2, SE3, SE4;-1244,30908
18.12.2024/09:15;SE1, SE2, SE3, SE4;-1247,072763
18.12.2024/09:30;SE1, SE2, SE3, SE4;-1239,738901
18.12.2024/09:45;SE1, SE2, SE3, SE4;-1229,420611
18.12.2024/10:00;SE1, SE2, SE3, SE4;-1234,456693
18.12.2024/10:15;SE1, SE2, SE3, SE4;-1237,128104
18.12.2024/10:30;SE1, SE2, SE3, SE4;-1233,780874
18.12.2024/10:45;SE1, SE2, SE3, SE4;-1238,851958
18.12.2024/11:00;SE1, SE2, SE3, SE4;-1238,041996
18.12.2024/11:15;SE1, SE2, SE3, SE4;-1237,148791
18.12.2024/11:30;SE1, SE2, SE3, SE4;-1236,652476
18.12.2024/11:45;SE1, SE2, SE3, SE4;-1244,26629
18.12.2024/12:00;SE1, SE2, SE3, SE4;-1232,582385
18.12.2024/12:15;SE1, SE2, SE3, SE4;-1238,807995
18.12.2024/12:30;SE1, SE2, SE3, SE4;-1241,657619
18.12.2024/12:45;SE1, SE2, SE3, SE4;-1242,424165
18.12.2024/13:00;SE1, SE2, SE3, SE4;-1229,786073
18.12.2024/13:15;SE1, SE2, SE3, SE4;-1231,094787
18.12.2024/13:30;SE1, SE2, SE3, SE4;-1231,956068
18.12.2024/13:45;SE1, SE2, SE3, SE4;-1231,815714
18.12.2024/14:00;SE1, SE2, SE3, SE4;-1228,70296
18.12.2024/14:15;SE1, SE2, SE3, SE4;-1235,092472
18.12.2024/14:30;SE1, SE2, SE3, SE4;-1241,958927
18.12.2024/14:45;SE1, SE2, SE3, SE4;-1246,102211
18.12.2024/15:00;SE1, SE2, SE3, SE4;-1267,169594
18.12.2024/15:15;SE1, SE2, SE3, SE4;-1276,203717
18.12.2024/15:30;SE1, SE2, SE3, SE4;-1292,590166
18.12.2024/15:45;SE1, SE2, SE3, SE4;-1307,617347
18.12.2024/16:00;SE1, SE2, SE3, SE4;-1332,026702
18.12.2024/16:15;SE1, SE2, SE3, SE4;-1342,045566
18.12.2024/16:30;SE1, SE2, SE3, SE4;-1356,763121
18.12.2024/16:45;SE1, SE2, SE3, SE4;-1366,188389
18.12.2024/17:00;SE1, SE2, SE3, SE4;-1388,918493
18.12.2024/17:15;SE1, SE2, SE3, SE4;-1394,587561
18.12.2024/17:30;SE1, SE2, SE3, SE4;-1400,010929
18.12.2024/17:45;SE1, SE2, SE3, SE4;-1403,298303
18.12.2024/18:00;SE1, SE2, SE3, SE4;-1381,399599
18.12.2024/18:15;SE1, SE2, SE3, SE4;-1378,332816
18.12.2024/18:30;SE1, SE2, SE3, SE4;-1375,533788
18.12.2024/18:45;SE1, SE2, SE3, SE4;-1373,577077
18.12.2024/19:00;SE1, SE2, SE3, SE4;-1340,296943
18.12.2024/19:15;SE1, SE2, SE3, SE4;-1332,736028
18.12.2024/19:30;SE1, SE2, SE3, SE4;-1333,994492
18.12.2024/19:45;SE1, SE2, SE3, SE4;-1330,327748
18.12.2024/20:00;SE1, SE2, SE3, SE4;-1280,760703
18.12.2024/20:15;SE1, SE2, SE3, SE4;-1269,79499
18.12.2024/20:30;SE1, SE2, SE3, SE4;-1268,998152
18.12.2024/20:45;SE1, SE2, SE3, SE4;-1265,172429
18.12.2024/21:00;SE1, SE2, SE3, SE4;-1198,282887
18.12.2024/21:15;SE1, SE2, SE3, SE4;-1199,727789
18.12.2024/21:30;SE1, SE2, SE3, SE4;-1197,316352
18.12.2024/21:45;SE1, SE2, SE3, SE4;-1197,805498
18.12.2024/22:00;SE1, SE2, SE3, SE4;-1124,304386
18.12.2024/22:15;SE1, SE2, SE3, SE4;-1114,708247
18.12.2024/22:30;SE1, SE2, SE3, SE4;-1107,44409
18.12.2024/22:45;SE1, SE2, SE3, SE4;-1098,363444
18.12.2024/23:00;SE1, SE2, SE3, SE4;-1023,908963
18.12.2024/23:15;SE1, SE2, SE3, SE4;-1018,364528
18.12.2024/23:30;SE1, SE2, SE3, SE4;-1017,575188
18.12.2024/23:45;SE1, SE2, SE3, SE4;-1010,455467
19.12.2024/00:00;SE1, SE2, SE3, SE4;-964,26135
19.12.2024/00:15;SE1, SE2, SE3, SE4;-958,823304
19.12.2024/00:30;SE1, SE2, SE3, SE4;-954,304232
19.12.2024/00:45;SE1, SE2, SE3, SE4;-948,063063
19.12.2024/01:00;SE1, SE2, SE3, SE4;-917,665261
19.12.2024/01:15;SE1, SE2, SE3, SE4;-917,341893
19.12.2024/01:30;SE1, SE2, SE3, SE4;-915,376359
19.12.2024/01:45;SE1, SE2, SE3, SE4;-912,591965
19.12.2024/02:00;SE1, SE2, SE3, SE4;-887,237691
19.12.2024/02:15;SE1, SE2, SE3, SE4;-891,585689
19.12.2024/02:30;SE1, SE2, SE3, SE4;-892,403951
19.12.2024/02:45;SE1, SE2, SE3, SE4;-891,752074
19.12.2024/03:00;SE1, SE2, SE3, SE4;-882,803267
19.12.2024/03:15;SE1, SE2, SE3, SE4;-880,947096
19.12.2024/03:30;SE1, SE2, SE3, SE4;-880,538332
19.12.2024/03:45;SE1, SE2, SE3, SE4;-883,845669
19.12.2024/04:00;SE1, SE2, SE3, SE4;-889,979789
19.12.2024/04:15;SE1, SE2, SE3, SE4;-888,702835
19.12.2024/04:30;SE1, SE2, SE3, SE4;-889,665207
19.12.2024/04:45;SE1, SE2, SE3, SE4;-894,362344
19.12.2024/05:00;SE1, SE2, SE3, SE4;-928,046897
19.12.2024/05:15;SE1, SE2, SE3, SE4;-928,112594
19.12.2024/05:30;SE1, SE2, SE3, SE4;-924,81598
19.12.2024/05:45;SE1, SE2, SE3, SE4;-921,675723
19.12.2024/06:00;SE1, SE2, SE3, SE4;-1015,054959
19.12.2024/06:15;SE1, SE2, SE3, SE4;-1007,313966
19.12.2024/06:30;SE1, SE2, SE3, SE4;-997,451324
19.12.2024/06:45;SE1, SE2, SE3, SE4;-986,89273
19.12.2024/07:00;SE1, SE2, SE3, SE4;-1080,524697
19.12.2024/07:15;SE1, SE2, SE3, SE4;-1079,722033
19.12.2024/07:30;SE1, SE2, SE3, SE4;-1068,82395
19.12.2024/07:45;SE1, SE2, SE3, SE4;-1055,371418
19.12.2024/08:00;SE1, SE2, SE3, SE4;-1100,783641
19.12.2024/08:15;SE1, SE2, SE3, SE4;-1091,816088
19.12.2024/08:30;SE1, SE2, SE3, SE4;-1087,516904
19.12.2024/08:45;SE1, SE2, SE3, SE4;-1085,267301
19.12.2024/09:00;SE1, SE2, SE3, SE4;-1100,014857
19.12.2024/09:15;SE1, SE2, SE3, SE4;-1095,040543
19.12.2024/09:30;SE1, SE2, SE3, SE4;-1085,737337
19.12.2024/09:45;SE1, SE2, SE3, SE4;-1077,822454
19.12.2024/10:00;SE1, SE2, SE3, SE4;-1095,47385
19.12.2024/10:15;SE1, SE2, SE3, SE4;-1090,617968
19.12.2024/10:30;SE1, SE2, SE3, SE4;-1096,487041
19.12.2024/10:45;SE1, SE2, SE3, SE4;-1103,172864
19.12.2024/11:00;SE1, SE2, SE3, SE4;-1103,191703
19.12.2024/11:15;SE1, SE2, SE3, SE4;-1100,837281
19.12.2024/11:30;SE1, SE2, SE3, SE4;-1106,447172
19.12.2024/11:45;SE1, SE2, SE3, SE4;-1110,525223
19.12.2024/12:00;SE1, SE2, SE3, SE4;-1108,644881
19.12.2024/12:15;SE1, SE2, SE3, SE4;-1112,522602
19.12.2024/12:30;SE1, SE2, SE3, SE4;-1115,36971
19.12.2024/12:45;SE1, SE2, SE3, SE4;-1115,324338
19.12.2024/13:00;SE1, SE2, SE3, SE4;-1106,988256
19.12.2024/13:15;SE1, SE2, SE3, SE4;-1112,197857
19.12.2024/13:30;SE1, SE2, SE3, SE4;-1117,15305
19.12.2024/13:45;SE1, SE2, SE3, SE4;-1120,417241
19.12.2024/14:00;SE1, SE2, SE3, SE4;-1134,56688
19.12.2024/14:15;SE1, SE2, SE3, SE4;-1144,946066
19.12.2024/14:30;SE1, SE2, SE3, SE4;-1144,349127
19.12.2024/14:45;SE1, SE2, SE3, SE4;-1151,126402
19.12.2024/15:00;SE1, SE2, SE3, SE4;-1175,785873
19.12.2024/15:15;SE1, SE2, SE3, SE4;-1189,950006
19.12.2024/15:30;SE1, SE2, SE3, SE4;-1210,093579
19.12.2024/15:45;SE1, SE2, SE3, SE4;-1232,732768
19.12.2024/16:00;SE1, SE2, SE3, SE4;-1279,388447
19.12.2024/16:15;SE1, SE2, SE3, SE4;-1300,354865
19.12.2024/16:30;SE1, SE2, SE3, SE4;-1304,761649
19.12.2024/16:45;SE1, SE2, SE3, SE4;-1317,530806
19.12.2024/17:00;SE1, SE2, SE3, SE4;-1349,04453
19.12.2024/17:15;SE1, SE2, SE3, SE4;-1362,685091
19.12.2024/17:30;SE1, SE2, SE3, SE4;-1375,427658
19.12.2024/17:45;SE1, SE2, SE3, SE4;-1380,446999
19.12.2024/18:00;SE1, SE2, SE3, SE4;-1370,579303
19.12.2024/18:15;SE1, SE2, SE3, SE4;-1371,427896
19.12.2024/18:30;SE1, SE2, SE3, SE4;-1373,433946
19.12.2024/18:45;SE1, SE2, SE3, SE4;-1368,534109
19.12.2024/19:00;SE1, SE2, SE3, SE4;-1357,991174
19.12.2024/19:15;SE1, SE2, SE3, SE4;-1347,464675
19.12.2024/19:30;SE1, SE2, SE3, SE4;-1339,428608
19.12.2024/19:45;SE1, SE2, SE3, SE4;-1329,172694
19.12.2024/20:00;SE1, SE2, SE3, SE4;-1297,028711
19.12.2024/20:15;SE1, SE2, SE3, SE4;-1300,279365
19.12.2024/20:30;SE1, SE2, SE3, SE4;-1306,128464
19.12.2024/20:45;SE1, SE2, SE3, SE4;-1305,449087
19.12.2024/21:00;SE1, SE2, SE3, SE4;-1237,522884
19.12.2024/21:15;SE1, SE2, SE3, SE4;-1235,948231
19.12.2024/21:30;SE1, SE2, SE3, SE4;-1242,684159
19.12.2024/21:45;SE1, SE2, SE3, SE4;-1250,915009
19.12.2024/22:00;SE1, SE2, SE3, SE4;-1185,39894
19.12.2024/22:15;SE1, SE2, SE3, SE4;-1175,107832
19.12.2024/22:30;SE1, SE2, SE3, SE4;-1163,195324
19.12.2024/22:45;SE1, SE2, SE3, SE4;-1148,708978
19.12.2024/23:00;SE1, SE2, SE3, SE4;-1103,314937
19.12.2024/23:15;SE1, SE2, SE3, SE4;-1091,156972
19.12.2024/23:30;SE1, SE2, SE3, SE4;-1082,475672
19.12.2024/23:45;SE1, SE2, SE3, SE4;-1075,949419
20.12.2024/00:00;SE1, SE2, SE3, SE4;-1042,428688
20.12.2024/00:15;SE1, SE2, SE3, SE4;-1039,159291
20.12.2024/00:30;SE1, SE2, SE3, SE4;-1033,55864
20.12.2024/00:45;SE1, SE2, SE3, SE4;-1031,700878
20.12.2024/01:00;SE1, SE2, SE3, SE4;-997,993483
20.12.2024/01:15;SE1, SE2, SE3, SE4;-996,287336
20.12.2024/01:30;SE1, SE2, SE3, SE4;-1007,21553
20.12.2024/01:45;SE1, SE2, SE3, SE4;-1014,71544
20.12.2024/02:00;SE1, SE2, SE3, SE4;-980,434526
20.12.2024/02:15;SE1, SE2, SE3, SE4;-994,3588
20.12.2024/02:30;SE1, SE2, SE3, SE4;-999,838343
20.12.2024/02:45;SE1, SE2, SE3, SE4;-1002,124951
20.12.2024/03:00;SE1, SE2, SE3, SE4;-991,073887
20.12.2024/03:15;SE1, SE2, SE3, SE4;-996,589596
20.12.2024/03:30;SE1, SE2, SE3, SE4;-998,431434
20.12.2024/03:45;SE1, SE2, SE3, SE4;-1000,493535
20.12.2024/04:00;SE1, SE2, SE3, SE4;-1005,026204
20.12.2024/04:15;SE1, SE2, SE3, SE4;-1006,496975
20.12.2024/04:30;SE1, SE2, SE3, SE4;-1009,524201
20.12.2024/04:45;SE1, SE2, SE3, SE4;-1012,297946
20.12.2024/05:00;SE1, SE2, SE3, SE4;-1038,499145
20.12.2024/05:15;SE1, SE2, SE3, SE4;-1041,988357
20.12.2024/05:30;SE1, SE2, SE3, SE4;-1044,33375
20.12.2024/05:45;SE1, SE2, SE3, SE4;-1045,021448
20.12.2024/06:00;SE1, SE2, SE3, SE4;-1136,209111
20.12.2024/06:15;SE1, SE2, SE3, SE4;-1134,884717
20.12.2024/06:30;SE1, SE2, SE3, SE4;-1126,955564
20.12.2024/06:45;SE1, SE2, SE3, SE4;-1124,26967
20.12.2024/07:00;SE1, SE2, SE3, SE4;-1217,721338
20.12.2024/07:15;SE1, SE2, SE3, SE4;-1219,07971
20.12.2024/07:30;SE1, SE2, SE3, SE4;-1217,814113
20.12.2024/07:45;SE1, SE2, SE3, SE4;-1210,920222
20.12.2024/08:00;SE1, SE2, SE3, SE4;-1257,184033
20.12.2024/08:15;SE1, SE2, SE3, SE4;-1253,35278
20.12.2024/08:30;SE1, SE2, SE3, SE4;-1251,862766
20.12.2024/08:45;SE1, SE2, SE3, SE4;-1249,696527
20.12.2024/09:00;SE1, SE2, SE3, SE4;-1258,510491
20.12.2024/09:15;SE1, SE2, SE3, SE4;-1270,465326
20.12.2024/09:30;SE1, SE2, SE3, SE4;-1265,347079
20.12.2024/09:45;SE1, SE2, SE3, SE4;-1256,353173
20.12.2024/10:00;SE1, SE2, SE3, SE4;-1262,551868
20.12.2024/10:15;SE1, SE2, SE3, SE4;-1260,645797
20.12.2024/10:30;SE1, SE2, SE3, SE4;-1261,339936
20.12.2024/10:45;SE1, SE2, SE3, SE4;-1264,268071
20.12.2024/11:00;SE1, SE2, SE3, SE4;-1252,989908
20.12.2024/11:15;SE1, SE2, SE3, SE4;-1254,663199
20.12.2024/11:30;SE1, SE2, SE3, SE4;-1261,54251
20.12.2024/11:45;SE1, SE2, SE3, SE4;-1266,275946
20.12.2024/12:00;SE1, SE2, SE3, SE4;-1262,679367
20.12.2024/12:15;SE1, SE2, SE3, SE4;-1261,192258
20.12.2024/12:30;SE1, SE2, SE3, SE4;-1260,686101
20.12.2024/12:45;SE1, SE2, SE3, SE4;-1256,042227
20.12.2024/13:00;SE1, SE2, SE3, SE4;-1271,452787
20.12.2024/13:15;SE1, SE2, SE3, SE4;-1269,008101
20.12.2024/13:30;SE1, SE2, SE3, SE4;-1267,252025
20.12.2024/13:45;SE1, SE2, SE3, SE4;-1264,482348
20.12.2024/14:00;SE1, SE2, SE3, SE4;-1293,135753
